time,mass,radius,x,y,z,x-velocity,y-velocity,z-velocity,x-acceleration,y-acceleration,z-acceleration,x-force,y-force,z-force
142312,7.349999999999999e+22,1700000.0,332654739.51576465,143458353.2383736,0.0,-420.5529443249037,949.6031643247004,0.0,-0.0027897689554550274,-0.0012191772933002895,0.0,-2.050480182259445e+20,-8.960953105757127e+19,0.0
145912,7.349999999999999e+22,1700000.0,331122708.28673255,146868965.65719837,0.0,-430.5735297280017,945.1615377477347,0.0,-0.00277717986538439,-0.0012483564239991122,0.0,-2.0412272010575263e+20,-9.175419716393474e+19,0.0
149512,7.349999999999999e+22,1700000.0,329554685.1304805,150263399.51051828,0.0,-440.5482540597272,940.6150884478051,0.0,-0.0027642909279943506,-0.0012774117130032122,0.0,-2.0317538320758476e+20,-9.38897609057361e+19,0.0
153112,7.349999999999999e+22,1700000.0,327950837.0864656,153641278.24499202,0.0,-450.4760398195553,935.9642676021024,0.0,-0.002751103230407846,-0.0013063401924511343,0.0,-2.0220608743497666e+20,-9.601600414515836e+19,0.0
156712,7.349999999999999e+22,1700000.0,326311335.0660435,157002226.9507243,0.0,-460.3558134691593,931.2095370601655,0.0,-0.002737617886714488,-0.0013351389011498824,0.0,-2.0121491467351487e+20,-9.813270923451634e+19,0.0
160312,7.349999999999999e+22,1700000.0,324636353.8380357,160345872.3996412,0.0,-470.1865055295448,926.3513693195345,0.0,-0.0027238360379979063,-0.0013638048847670907,0.0,-2.002019487928461e+20,-1.0023965903038115e+20,0.0
163912,7.349999999999999e+22,1700000.0,322926072.0139403,163671843.08377782,0.0,-479.9670506782728,921.390247500692,0.0,-0.002709758852363019,-0.0013923351960253927,0.0,-1.991672756486819e+20,-1.0233663690786636e+20,0.0
167512,7.349999999999999e+22,1700000.0,321180672.03279495,166979769.2534761,0.0,-489.69638784679086,916.3266653213236,0.0,-0.002695387524963082,-0.0014207268948989418,0.0,-1.981109830847865e+20,-1.0442342677507221e+20,0.0
171112,7.349999999999999e+22,1700000.0,319400340.14567935,170269282.95548514,0.0,-499.3734603178503,911.1611270698488,0.0,-0.002680723278026638,-0.0014489770488122394,0.0,-1.9703316093495788e+20,-1.0649981308769958e+20,0.0
174712,7.349999999999999e+22,1700000.0,317585266.3998846,173540018.07096973,0.0,-508.99721582303175,905.8941475782406,0.0,-0.002665767360883938,-0.0014770827328410465,0.0,-1.9593390102496942e+20,-1.0856558086381691e+20,0.0
178312,7.349999999999999e+22,1700000.0,315735644.62272125,176791610.35341415,0.0,-518.5666066403496,900.5262521941074,0.0,-0.0026505210499931536,-0.001505041029915632,0.0,-1.9481329717449677e+20,-1.1062051569879894e+20,0.0
181912,7.349999999999999e+22,1700000.0,313851672.4049677,180023697.466431,0.0,-528.0805896919677,895.0579767520621,0.0,-0.0026349856489662335,-0.0015328490310264756,0.0,-1.9367144519901813e+20,-1.1266440378044595e+20,0.0
