time,mass,radius,x,y,z,x-velocity,y-velocity,z-velocity,x-acceleration,y-acceleration,z-acceleration,x-force,y-force,z-force
426712,7.349999999999999e+22,1700000.0,119336545.10744287,336574483.0890145,0.0,-993.8357018393498,326.70244219245177,0.0,-0.0009982868228004564,-0.0029230977960960896,0.0,-7.337408147583354e+19,-2.1484768801306257e+20,0.0
430312,7.349999999999999e+22,1700000.0,115752337.67789504,337731656.5337163,0.0,-997.374148889284,316.15916282348917,0.0,-0.0009675121959047158,-0.002934220447103135,0.0,-7.11121463989966e+19,-2.156652028620804e+20,0.0
433912,7.349999999999999e+22,1700000.0,112155591.43110143,338850802.8258002,0.0,-1000.8015715111577,305.5764156856822,0.0,-0.0009366071872495071,-0.0029450242334510086,0.0,-6.884062826283876e+19,-2.1645928115864912e+20,0.0
437512,7.349999999999999e+22,1700000.0,108546706.89252873,339931781.9499796,0.0,-1004.1175060699702,294.95535167884447,0.0,-0.000905574987469025,-0.0029555075014463823,0.0,-6.655976157897333e+19,-2.1722980135630907e+20,0.0
441112,7.349999999999999e+22,1700000.0,104926086.23601538,340974458.04485625,0.0,-1007.3215004588958,284.29712760339237,0.0,-0.0008744188104235807,-0.0029656686267157894,0.0,-6.426978256613318e+19,-2.179766440636105e+20,0.0
444712,7.349999999999999e+22,1700000.0,101294133.24211976,341978699.423967,0.0,-1010.4131141825283,273.6029060541414,0.0,-0.0008431418929933108,-0.002975506014566933,0.0,-6.197092913500833e+19,-2.1869969207066955e+20,0.0
448312,7.349999999999999e+22,1700000.0,97651253.25617123,342944378.59645814,0.0,-1013.3919184393691,262.8738553127949,0.0,-0.000811747494865771,-0.0029850181003500346,0.0,-5.966344087263416e+19,-2.1939883037572753e+20,0.0
451912,7.349999999999999e+22,1700000.0,93997853.14602447,343871372.2873523,0.0,-1016.257496203548,252.11114923915315,0.0,-0.0007802388983175591,-0.0029942033498196238,0.0,-5.7347559026340585e+19,-2.2007394621174232e+20,0.0
455512,7.349999999999999e+22,1700000.0,90334341.25952214,344759561.45744216,0.0,-1019.0094423057279,241.31596716099278,0.0,-0.0007486194079896495,-0.0030030602594960437,0.0,-5.502352648723923e+19,-2.207249290729592e+20,0.0
459112,7.349999999999999e+22,1700000.0,86661127.3816659,345608831.32276833,0.0,-1021.6473635132194,230.4894937626699,0.0,-0.0007168923506566201,-0.0030115873570271583,0.0,-5.269158777326157e+19,-2.213516707414961e+20,0.0
462712,7.349999999999999e+22,1700000.0,82978622.69150202,346419071.37370056,0.0,-1024.1708786092336,219.63291897240097,0.0,-0.0006850610749895799,-0.0030197832015497797,0.0,-5.035198901173412e+19,-2.219540653139088e+20,0.0
466312,7.349999999999999e+22,1700000.0,79287239.71872313,347190175.3936178,0.0,-1026.5796184712613,208.74743784826015,0.0,-0.0006531289513127387,-0.0030276463840506963,0.0,-4.800497792148628e+19,-2.2253200922772616e+20,0.0
469912,7.349999999999999e+22,1700000.0,75587392.2999894,347922041.4771617,0.0,-1028.87322614858,197.83425046286342,0.0,-0.0006210993713536907,-0.003035175527727539,0.0,-4.565080379449626e+19,-2.230854012879741e+20,0.0
473512,7.349999999999999e+22,1700000.0,71879495.53497064,348614572.0480821,0.0,-1031.0513569388604,186.8945617867631,0.0,-0.0005889757479872077,-0.0030423692883489676,0.0,-4.3289717477059764e+19,-2.236141426936491e+20,0.0
477112,7.349999999999999e+22,1700000.0,68163965.74211718,349267673.87665755,0.0,-1033.1136784638156,175.92958157054403,0.0,-0.0005567615149726066,-0.0030492263546142914,0.0,-4.092197135048658e+19,-2.241181370641504e+20,0.0
480712,7.349999999999999e+22,1700000.0,64441220.41415881,349881258.09668916,0.0,-1035.0598707438905,164.94052422562825,0.0,-0.0005244601266845922,-0.003055745448512341,0.0,-3.8547819311317524e+19,-2.2459729046565703e+20,0.0
484312,7.349999999999999e+22,1700000.0,60711678.173334725,350455240.222063,0.0,-1036.8896262720039,153.92860870378402,0.0,-0.0004920750578375299,-0.0030619253256794782,0.0,-3.6167516751058444e+19,-2.2505151143744163e+20,0.0
487912,7.349999999999999e+22,1700000.0,56975758.72636278,350989540.1628779,0.0,-1038.6026500862483,142.89505837535435,0.0,-0.00045960980320313333,-0.0030677647757565846,0.0,-3.3781320535430296e+19,-2.2548071101810894e+20,0.0
491512,7.349999999999999e+22,1700000.0,53233882.81914737,351484082.2411321,0.0,-1040.198659841594,131.84110090619802,0.0,-0.0004270678773215125,-0.003073262622744972,0.0,-3.138948898313117e+19,-2.2588480277175543e+20,0.0
495112,7.349999999999999e+22,1700000.0,49486472.191231064,351938795.2059611,0.0,-1041.6773858805122,120.76796813335365,0.0,-0.0003944528142055555,-0.003078417725361094,0.0,-2.899228184410833e+19,-2.262637028140404e+20,0.0
498712,7.349999999999999e+22,1700000.0,45733949.5299943,352353612.2484309,0.0,-1043.038571302537,109.67689593942852,0.0,-0.0003617681670385832,-0.0030832289773898265,0.0,-2.6589960277335863e+19,-2.2661732983815222e+20,0.0
502312,7.349999999999999e+22,1700000.0,41976738.424606666,352728471.0158696,0.0,-1044.2819720327168,98.56912412571718,0.0,-0.00032901750786528636,-0.0030876953080363674,0.0,-2.4182786828098544e+19,-2.2694560514067297e+20,0.0
505912,7.349999999999999e+22,1700000.0,38215263.31973329,353063313.62575185,0.0,-1045.407356888977,87.44589628405825,0.0,-0.00029620442727584985,-0.0030918156822763287,0.0,-2.177102540477496e+19,-2.2724845264731013e+20,0.0
509512,7.349999999999999e+22,1700000.0,34449949.46900094,353358086.6791049,0.0,-1046.4145076482694,76.30845966743178,0.0,-0.0002633325340833185,-0.0030955891012043163,0.0,-1.9354941255123907e+19,-2.2752579893851724e+20,0.0
513112,7.349999999999999e+22,1700000.0,30681222.8882286,353612741.27345973,0.0,-1047.3032191116154,65.15806505930625,0.0,-0.00023040545499410756,-0.003099014602380423,0.0,-1.6934800942066905e+19,-2.277775732749611e+20,0.0
516712,7.349999999999999e+22,1700000.0,26909510.30842533,353827233.01532,0.0,-1048.073299167878,53.995966641742406,0.0,-0.0001974268342716779,-0.003102091260174832,0.0,-1.4510872318968324e+19,-2.2800370762285013e+20,0.0
520312,7.349999999999999e+22,1700000.0,23135239.12856136,354001522.0321604,0.0,-1048.7245688563798,42.82342186225914,0.0,-0.000164400333393337,-0.003104818186110194,0.0,-1.208342450441027e+19,-2.2820413667909924e+20,0.0
523912,7.349999999999999e+22,1700000.0,19358837.368115544,354135572.98394054,0.0,-1049.256862428252,31.64169129947095,0.0,-0.00013132963070015358,-0.003107194529201741,0.0,-9.652727856461287e+18,-2.2837879789632795e+20,0.0
527512,7.349999999999999e+22,1700000.0,15580733.619404158,354229355.07413274,0.0,-1049.6700274064933,20.45203852750622,0.0,-9.821842103996805e-05,-0.0031092194762949764,0.0,-7.219053946437651e+18,-2.2852763150768076e+20,0.0
531112,7.349999999999999e+22,1700000.0,11801356.99969657,354282842.0602591,0.0,-1049.963924644722,9.255729979213955,0.0,-6.50704154034961e-05,-0.0031108922524008065,0.0,-4.782675532156963e+18,-2.2865058055145924e+20,0.0
534712,7.349999999999999e+22,1700000.0,8021137.103120926,354296012.26393676,0.0,-1050.138428384643,-1.9459651918313479,0.0,-3.188934055349771e-05,-0.0031122121210278926,0.0,-2.3438665306820813e+18,-2.2874759089555007e+20,0.0
538312,7.349999999999999e+22,1700000.0,4240503.952365767,354268848.5804208,0.0,-1050.1934263121589,-13.151775250516065,0.0,1.3210613529767846e-06,-0.0031131783845122383,0.0,9.709800944379365e+16,-2.288186112616495e+20,0.0
541912,7.349999999999999e+22,1700000.0,459887.9501819812,354201338.4876481,0.0,-1050.128819612072,-24.360426020554556,0.0,3.4557033149279337e-05,-0.0031137903843436823,0.0,2.539941936472031e+18,-2.2886359324926063e+20,0.0
545512,7.349999999999999e+22,1700000.0,-3320280.169309463,354093474.0547685,0.0,-1049.9445230214444,-35.57064102602693,0.0,6.781480305078719e-05,-0.003114047501489333,0.0,4.984388024232858e+18,-2.2888249135946596e+20,0.0
549112,7.349999999999999e+22,1700000.0,-7099569.389499573,353945251.9501723,0.0,-1049.6404648814805,-46.78114163407405,0.0,0.00010109058505345952,-0.003113949156713596,0.0,7.430158001429274e+18,-2.2887526301844927e+20,0.0
552712,7.349999999999999e+22,1700000.0,-10877548.460357348,353756673.44898653,0.0,-1049.2165871880015,-57.99064719873985,0.0,0.00013438057933932754,-0.0031134948108950088,0.0,9.876972581440573e+18,-2.288418686007831e+20,0.0
556312,7.349999999999999e+22,1700000.0,-14653785.947675265,353527744.44007504,0.0,-1048.6728456404423,-69.19787520594643,0.0,0.00016768097268889183,-0.003112683965339094,0.0,1.2324551492633549e+19,-2.287822714524234e+20,0.0
559912,7.349999999999999e+22,1700000.0,-18427850.282487713,353258475.4324892,0.0,-1048.0092096893402,-80.40154141959049,0.0,0.0002009879389004417,-0.003111516162087917,0.0,1.4772613509182464e+19,-2.2869643791346185e+20,0.0
563512,7.349999999999999e+22,1700000.0,-22199309.81065855,352948881.56140906,0.0,-1047.2256625822815,-91.60036002874487,0.0,0.0002342976392162586,-0.0031099909842254195,0.0,1.7220876482395005e+19,-2.285843373405683e+20,0.0
567112,7.349999999999999e+22,1700000.0,-25967732.8426306,352598982.5935453,0.0,-1046.3222014083594,-102.7930437959547,0.0,0.000267606222755695,-0.003108108056178882,0.0,1.9669057372543582e+19,-2.284459421291478e+20,0.0
570712,7.349999999999999e+22,1700000.0,-29732687.703332804,352208802.9320056,0.0,-1045.2988371410092,-113.9783042066092,0.0,0.00030090982695511216,-0.0031058670440161536,0.0,2.2116872281200742e+19,-2.2828122773518726e+20,0.0
574312,7.349999999999999e+22,1700000.0,-33493742.782238428,351778371.62062424,0.0,-1044.1555946792669,-125.1548516193771,0.0,0.0003342045780146404,-0.0031032676557385245,0.0,2.4564036484076065e+19,-2.2809017269678152e+20,0.0
577912,7.349999999999999e+22,1700000.0,-37250466.58356934,351307722.34774196,0.0,-1042.892512887394,-136.32139541768817,0.0,0.00036748659135175943,-0.0031003096415691965,0.0,2.7010264464354316e+19,-2.2787275865533592e+20,0.0
581512,7.349999999999999e+22,1700000.0,-41002427.776638955,350796893.4494474,0.0,-1041.5096446328973,-147.47664416224112,0.0,0.0004007519720616202,-0.003096992794236974,0.0,2.945526994652908e+19,-2.2762897037641757e+20,0.0
585112,7.349999999999999e+22,1700000.0,-44749195.24633046,350245927.9122608,0.0,-1040.0070568228205,-158.6193057445329,0.0,0.0004339968153841332,-0.003093316949255257,0.0,3.1898765930733785e+19,-2.2735879577026137e+20,0.0
588712,7.349999999999999e+22,1700000.0,-48490338.143701695,349654873.3752606,0.0,-1038.3848304383807,-169.74808754137698,0.0,0.00046721720717776374,-0.0030892819851961496,0.0,3.434046472756563e+19,-2.27062225911917e+20,0.0
592312,7.349999999999999e+22,1700000.0,-52225425.93671203,349023782.1316693,0.0,-1036.643060567887,-180.86169657039576,0.0,0.0005004092243999208,-0.0030848878239591406,0.0,3.6780077993394176e+19,-2.2673925506099682e+20,0.0
595912,7.349999999999999e+22,1700000.0,-55954028.461064264,348352711.12985116,0.0,-1034.781856437896,-191.95883964648266,0.0,0.0005335689355940614,-0.003080134431035011,0.0,3.921731676616351e+19,-2.2638988068107328e+20,0.0
599512,7.349999999999999e+22,1700000.0,-59675715.97115574,347641721.9737692,0.0,-1032.8013414426277,-203.03822353919188,0.0,0.0005666924013832634,-0.0030750218157638873,0.0,4.165189150166985e+19,-2.260141034586457e+20,0.0
603112,7.349999999999999e+22,1700000.0,-63390059.19113266,346890880.9228605,0.0,-1030.7016531715692,-214.0985551310554,0.0,0.0005997756749703754,-0.003069550031587971,0.0,4.408351211032258e+19,-2.2561192732171583e+20,0.0
606712,7.349999999999999e+22,1700000.0,-67096629.36603914,346100258.8913398,0.0,-1028.4829434352891,-225.13854157679873,0.0,0.0006328148026446168,-0.0030637191762985534,0.0,4.651188799437933e+19,-2.2518335945794365e+20,0.0
610312,7.349999999999999e+22,1700000.0,-70794998.31305711,345269931.4469402,0.0,-1026.1453782893852,-236.1568904634277,0.0,0.0006658058242945272,-0.00305752939227693,0.0,4.8936728085647745e+19,-2.247284103323543e+20,0.0
613912,7.349999999999999e+22,1700000.0,-74484738.47283004,344399978.8090602,0.0,-1023.6891380566116,-247.1523099711835,0.0,0.000698744773927342,-0.0030509808667295757,0.0,5.135774088365963e+19,-2.242470937046238e+20,0.0
617512,7.349999999999999e+22,1700000.0,-78165422.96085969,343490485.8463404,0.0,-1021.1144173471059,-258.12350903532484,0.0,0.0007316276801945596,-0.0030440738319169546,0.0,5.377463449430013e+19,-2.2373942664589613e+20,0.0
621112,7.349999999999999e+22,1700000.0,-81836625.61897449,342541542.07365113,0.0,-1018.421425076702,-269.0691975087253,0.0,0.0007644505669237593,-0.0030368085653760717,0.0,5.6187116668896305e+19,-2.2320542955514125e+20,0.0
624712,7.349999999999999e+22,1700000.0,-85497921.06686208,341553241.6484978,0.0,-1015.6103844833374,-279.98808632525925,0.0,0.0007972094536565313,-0.0030291853901364568,0.0,5.8594894843755045e+19,-2.2264512617502956e+20,0.0
628312,7.349999999999999e+22,1700000.0,-89148884.75365269,340525683.36683345,0.0,-1012.6815331415067,-290.87888766395537,0.0,0.0008299003561924441,-0.003021204674929585,0.0,6.099767618014464e+19,-2.2205854360732448e+20,0.0
631912,7.349999999999999e+22,1700000.0,-92789093.00955649,339458970.65828025,0.0,-1009.6351229747359,-301.74031511389046,0.0,0.0008625192871390183,-0.0030128668343914556,0.0,6.339516760471784e+19,-2.2144571232777195e+20,0.0
635512,7.349999999999999e+22,1700000.0,-96418123.09753707,338353211.58075273,0.0,-1006.47142026608,-312.5710838397975,0.0,0.0008950622564675682,-0.0030041723292583023,0.0,6.5787075850366255e+19,-2.208066662004852e+20,0.0
639112,7.349999999999999e+22,1700000.0,-100035553.26502389,337208518.81449306,0.0,-1003.1907056666037,-323.3699107483728,0.0,0.0009275252720748147,-0.0029951216665550454,0.0,6.817310749749888e+19,-2.2014144249179583e+20,0.0
642712,7.349999999999999e+22,1700000.0,-103640962.79564768,336025009.65548843,0.0,-999.7932742018321,-334.1355146552429,0.0,0.0009599043403503092,-0.0029857153997767953,0.0,7.0552969015747715e+19,-2.1945008188359442e+20,0.0
646312,7.349999999999999e+22,1700000.0,-107233932.06099783,334802806.00830984,0.0,-996.279435276141,-344.86661645256714,0.0,0.00099219546674931,-0.002975954129062588,0.0,7.292636680607428e+19,-2.1873262848610022e+20,0.0
649912,7.349999999999999e+22,1700000.0,-110814042.5723905,333542034.3783263,0.0,-992.6495126750807,-355.56193927726656,0.0,0.001024394656371318,-0.002965838501361907,0.0,7.529300724329187e+19,-2.1798912985010015e+20,0.0
653512,7.349999999999999e+22,1700000.0,-114380877.0326426,332242825.86332333,0.0,-988.9038445656086,-366.2202086798218,0.0,0.0010564979145439412,-0.0029553692105933334,0.0,7.765259671897968e+19,-2.1721963697860998e+20,0.0
657112,7.349999999999999e+22,1700000.0,-117934019.38784152,330905316.14450896,0.0,-985.0427834942122,-376.84015279364314,0.0,0.0010885012474120923,-0.0029445469977954454,0.0,8.000484168478877e+19,-2.164242043379652e+20,0.0
660712,7.349999999999999e+22,1700000.0,-121473054.87910502,329529645.47690934,0.0,-981.0666963828918,-387.42050250495527,0.0,0.0011204006625323828,-0.0029333726512697465,0.0,8.234944869613013e+19,-2.1560288986832634e+20,0.0
664312,7.349999999999999e+22,1700000.0,-124997570.09432343,328115958.67915535,0.0,-976.9759645229975,-397.9599916231929,0.0,0.001152192169472561,-0.0029218470067153917,0.0,8.468612445623322e+19,-2.1475575499358126e+20,0.0
667912,7.349999999999999e+22,1700000.0,-128507153.01987304,326664405.1226449,0.0,-972.770983566916,-408.4573570518636,0.0,0.0011838717804160057,-0.002909970947355876,0.0,8.70145758605764e+19,-2.1388286463065686e+20,0.0
671512,7.349999999999999e+22,1700000.0,-132001393.09229973,325175138.7201014,0.0,-968.4521635175407,-418.9113389598491,0.0,0.001215435510770958,-0.0028977454040570788,0.0,8.93345100416654e+19,-2.1298428719819525e+20,0.0
675112,7.349999999999999e+22,1700000.0,-135479881.24995705,323648317.913508,0.0,-964.0199287155739,-429.3206809531193,0.0,0.001246879379784529,-0.0028851713554369413,0.0,9.164563441416287e+19,-2.1206009462461517e+20,0.0
678712,7.349999999999999e+22,1700000.0,-138942209.9845973,322084105.66142684,0.0,-959.474717824581,-439.68413024681814,0.0,0.0012781994111612626,-0.0028722498279663915,0.0,9.394765672035279e+19,-2.1111036235552974e+20,0.0
682312,7.349999999999999e+22,1700000.0,-142387973.39290273,320482669.425696,0.0,-954.8169838138332,-450.0004378377128,0.0,0.0013093916336861715,-0.002858981896061522,0.0,9.62402850759336e+19,-2.1013516936052182e+20,0.0
685912,7.349999999999999e+22,1700000.0,-145816767.22795224,318844181.15749866,0.0,-950.0471939388809,-460.26835867694007,0.0,0.0013404520818521637,-0.002845368682166919,0.0,9.852322801613403e+19,-2.0913459813926853e+20,0.0
689512,7.349999999999999e+22,1700000.0,-149228188.95061362,317168817.2828238,0.0,-945.1658297198722,-470.4866518430537,0.0,0.0013713767964915191,-0.0028314113568297574,0.0,1.0079619454212665e+20,-2.0810873472698715e+20,0.0
693112,7.349999999999999e+22,1700000.0,-152621837.78085348,315456758.6872927,0.0,-940.1733869175948,-480.65408071530436,0.0,0.0014021618254115005,-0.00281711113876485,0.0,1.0305889416774528e+20,-2.0705766869921645e+20,0.0
696712,7.349999999999999e+22,1700000.0,-155997314.74895713,313708190.7003612,0.0,-935.0703755071994,-490.76941314715555,0.0,0.0014328032240338755,-0.0028024692949103892,0.0,1.0531103696648983e+20,-2.0598149317591358e+20,0.0
700312,7.349999999999999e+22,1700000.0,-159354222.74665004,311923303.07890445,0.0,-929.8573196496466,-500.83142163996735,0.0,0.0014632970560381057,-0.0027874871404741748,0.0,1.0755233361880075e+20,-2.0488030482485182e+20,0.0
703912,7.349999999999999e+22,1700000.0,-162692166.57810995,310102289.9901729,0.0,-924.5347576608077,-510.83888351683663,0.0,0.0014936393940081418,-0.0027721660389703417,0.0,1.0978249545959842e+20,-2.0375420386432008e+20,0.0
707512,7.349999999999999e+22,1700000.0,-166010753.01086944,308245349.994116,0.0,-919.1032419782341,-520.7905810965524,0.0,0.0015238263200827629,-0.00275650740224646,0.0,1.1200123452608306e+20,-2.026032940651148e+20,0.0
711112,7.349999999999999e+22,1700000.0,-169309590.82658595,306352686.02509,0.0,-913.5633391255993,-530.6853018676392,0.0,0.0015538539266090313,-0.002740512690500807,0.0,1.1420826360576378e+20,-2.0142768275180932e+20,0.0
714712,7.349999999999999e+22,1700000.0,-172588290.87168783,304424505.3729286,0.0,-907.9156296747469,-540.5218386624157,0.0,0.0015837183167990146,-0.0027241834122897868,0.0,1.1640329628472756e+20,-2.002274808032993e+20,0.0
718312,7.349999999999999e+22,1700000.0,-175846466.10787475,302461019.66339755,0.0,-902.1607082054063,-550.2989898310973,0.0,0.0016134156053893291,-0.0027075211245253033,0.0,1.1858604699611569e+20,-1.9900280265260977e+20,0.0
721912,7.349999999999999e+22,1700000.0,-179083731.66246876,300462444.8380125,0.0,-896.299183262501,-560.0155594158622,0.0,0.0016429419193035582,-0.002690527432462112,0.0,1.2075623106881151e+20,-1.977537662859652e+20,0.0
725512,7.349999999999999e+22,1700000.0,-182299704.87861103,298429001.1332358,0.0,-890.331677311083,-569.6703573248293,0.0,0.0016722933983172477,-0.0026732039896748914,0.0,1.229135647763177e+20,-1.964804932411045e+20,0.0
729112,7.349999999999999e+22,1700000.0,-185494005.36528802,296360913.05904764,0.0,-884.2588266888691,-579.2621995059645,0.0,0.001701466195725302,-0.002655552498025042,0.0,1.2505776538580969e+20,-1.9518310860484057e+20,0.0
732712,7.349999999999999e+22,1700000.0,-188666255.04718485,294258409.37688977,0.0,-878.0812815563582,-588.7899081208315,0.0,0.0017304564790116632,-0.0026375747076170736,0.0,1.2718855120735724e+20,-1.938617410098549e+20,0.0
736312,7.349999999999999e+22,1700000.0,-191816078.2143521,292121723.0769849,0.0,-871.7997058445425,-598.252311718184,0.0,0.0017592604305210478,-0.0026192724167445215,0.0,1.29305641643297e+20,-1.9251652263072232e+20,0.0
739912,7.349999999999999e+22,1700000.0,-194943101.57168463,289951091.35502815,0.0,-865.4147772002015,-607.648245407319,0.0,0.0017878742481326228,-0.002600647471825276,0.0,1.3140875723774776e+20,-1.9114758917915777e+20,0.0
743512,7.349999999999999e+22,1700000.0,-198046954.2881965,287746755.5882585,0.0,-858.9271869287572,-616.9765510311997,0.0,0.0018162941459353259,-0.0025817017673262104,0.0,1.3349761972624645e+20,-1.8975507989847645e+20,0.0
747112,7.349999999999999e+22,1700000.0,-201127268.04608202,285508961.31090987,0.0,-852.3376399347035,-626.2360773392843,0.0,0.0018445163549046773,-0.002562437245677112,0.0,1.3557195208549376e+20,-1.8833913755726774e+20,0.0
750712,7.349999999999999e+22,1700000.0,-204183677.08956417,283237958.18903244,0.0,-845.6468546595868,-635.4256801600102,0.0,0.001872537123581012,-0.002542855897173776,0.0,1.3763147858320436e+20,-1.868999084422725e+20,0.0
754312,7.349999999999999e+22,1700000.0,-207215818.27351257,280933999.9947019,0.0,-838.8555630175623,-644.5442225729246,0.0,0.0019003527187487269,-0.002522959759870145,0.0,1.3967592482803142e+20,-1.8543754235045564e+20,0.0
757912,7.349999999999999e+22,1700000.0,-210223331.1118258,278597344.579605,0.0,-831.9645103284765,-653.590575080411,0.0,0.0019279594261165224,-0.0025027509194595282,0.0,1.4170501781956438e+20,-1.839521925802753e+20,0.0
761512,7.349999999999999e+22,1700000.0,-213205857.82556728,276228253.84801114,0.0,-824.9744552485228,-662.5636157789455,0.0,0.001955353550998322,-0.002482231509144754,0.0,1.4371848599837665e+20,-1.824440159221394e+20,0.0
765112,7.349999999999999e+22,1700000.0,-216163043.39084595,273826993.729122,0.0,-817.8861696984368,-671.4622305298963,0.0,0.001982531418994805,-0.0024614037094972912,0.0,1.4571605929611815e+20,-1.809131726480509e+20,0.0
768712,7.349999999999999e+22,1700000.0,-219094535.58643872,271393834.1488143,0.0,-810.700438789222,-680.2853131297701,0.0,0.00200948937667515,-0.002440269748305078,0.0,1.4769746918562352e+20,-1.7935982650042322e+20,0.0
772312,7.349999999999999e+22,1700000.0,-221999985.04113638,268929049.00076747,0.0,-803.4180607454526,-689.0317654799045,0.0,0.0020362237922589587,-0.002418831900409243,0.0,1.4966244873103344e+20,-1.7778414468007936e+20,0.0
775912,7.349999999999999e+22,1700000.0,-224879045.28081104,266432916.11698425,0.0,-796.0398468260944,-697.7004977555514,0.0,0.002062731056298025,-0.0023970924875295,0.0,1.5161073263790483e+20,-1.7618629783341823e+20,0.0
779512,7.349999999999999e+22,1700000.0,-227731372.7751945,263905717.23769727,0.0,-788.5666212428852,-706.2904285742958,0.0,0.002089007582357898,-0.0023750538780782722,0.0,1.535420573033055e+20,-1.74566460038753e+20,0.0
783112,7.349999999999999e+22,1700000.0,-230556626.984356,261347737.98067752,0.0,-780.9992210762509,-714.8004851638109,0.0,0.0021150498076988257,-0.0023527184869634437,0.0,1.5545616086586366e+20,-1.729248087918131e+20,0.0
786712,7.349999999999999e+22,1700000.0,-233354470.4048781,258759267.80993548,0.0,-773.3384961887908,-723.2296035288681,0.0,0.0021408541939560216,-0.0023300887753796872,0.0,1.5735278325576758e+20,-1.71261524990407e+20,0.0
790312,7.349999999999999e+22,1700000.0,-236124568.61570793,256140600.0038244,0.0,-765.5853091362952,-731.5767286175711,0.0,0.002166417227818977,-0.0023071672505884573,0.0,1.592316662446948e+20,-1.695767929182516e+20,0.0
793912,7.349999999999999e+22,1700000.0,-238866590.32369435,253492031.62254983,0.0,-757.7405350763329,-739.8408144867834,0.0,0.002191735421709529,-0.0022839564656863863,0.0,1.6109255349565037e+20,-1.6787080022794938e+20,0.0
797512,7.349999999999999e+22,1700000.0,-241580207.40878135,250813863.4750762,0.0,-749.8050616743985,-748.0208244667077,0.0,0.0022168053144586927,-0.002260459019362379,0.0,1.629351906127139e+20,-1.6614373792313485e+20,0.0
801112,7.349999999999999e+22,1700000.0,-244265094.9688691,248106400.08545277,0.0,-741.7797890076112,-756.1157313245537,0.0,0.0022416234719817084,-0.0022366775556430193,0.0,1.6475932519065554e+20,-1.643958003397619e+20,0.0
804712,7.349999999999999e+22,1700000.0,-246920931.364314,245369949.6585451,0.0,-733.6656294660078,-764.1245174272822,0.0,0.002266186487951397,-0.002212614763626653,0.0,1.6656470686442766e+20,-1.62627185126559e+20,0.0
808312,7.349999999999999e+22,1700000.0,-249547398.2620777,242604824.0451845,0.0,-725.4635076514041,-772.0461749033686,0.0,0.002290490984469387,-0.0021882733772058023,0.0,1.6835108735849995e+20,-1.6083809322462645e+20,0.0
811912,7.349999999999999e+22,1700000.0,-252144180.6795016,239811338.70673957,0.0,-717.1743602738464,-779.8797058035464,0.0,0.0023145336127350586,-0.0021636561747781363,0.0,1.701182205360268e+20,-1.59028728846193e+20,0.0
815512,7.349999999999999e+22,1700000.0,-254710967.0277092,236989812.67910424,0.0,-708.7991360456558,-787.6241222604817,0.0,0.0023383110537120526,-0.002138765978945883,0.0,1.7186586244783584e+20,-1.571992994525224e+20,0.0
819112,7.349999999999999e+22,1700000.0,-257247449.15461597,234140568.53612152,0.0,-700.3387955730833,-795.2784466473541,0.0,0.0023618200187919547,-0.0021136056562037573,0.0,1.7359377138120865e+20,-1.5535001573097616e+20,0.0
822712,7.349999999999999e+22,1700000.0,-259753322.38755265,231263932.3524307,0.0,-691.7943112455769,-802.8417117352914,0.0,0.0023850572504550954,-0.0020881781166153233,0.0,1.753017079084495e+20,-1.5348109157122625e+20,0.0
826312,7.349999999999999e+22,1700000.0,-262228285.5754803,228360233.66575524,0.0,-683.1666671226762,-810.3129608496176,0.0,0.0024080195229281205,-0.0020624863134779026,0.0,1.7698943493521683e+20,-1.5159274404062583e+20,0.0
829912,7.349999999999999e+22,1700000.0,-264672041.13079804,225429805.43862852,0.0,-674.4568588185497,-817.6912480248702,0.0,0.002430703642838134,-0.0020365332429759615,0.0,1.7865671774860283e+20,-1.4968519335873315e+20,0.0
833512,7.349999999999999e+22,1700000.0,-267084295.0707246,222472984.01956108,0.0,-665.6658933841776,-824.9756381585547,0.0,0.0024531064498632855,-0.0020103219438231297,0.0,1.8030332406495147e+20,-1.4775866287100002e+20,0.0
837112,7.349999999999999e+22,1700000.0,-269464757.0582566,219490109.1036643,0.0,-656.7947891871988,-832.1652071635956,0.0,0.0024752248173793515,-0.001983855496892731,0.0,1.8192902407738232e+20,-1.4581337902161573e+20,0.0
840712,7.349999999999999e+22,1700000.0,-271813140.442692,216481523.69271687,0.0,-647.8445757894464,-839.2590421194109,0.0,0.002497055653102334,-0.0019571370248369037,0.0,1.8353359050302154e+20,-1.4384957132551242e+20,0.0
844312,7.349999999999999e+22,1700000.0,-274129162.2997018,213447574.05469924,0.0,-638.8162938221747,-846.2562414216264,0.0,0.0025185958997266606,-0.0019301696916944576,0.0,1.8511679862990953e+20,-1.4186747233954262e+20,0.0
847912,7.349999999999999e+22,1700000.0,-276412543.47095233,210388609.6827876,0.0,-629.7109948589862,-853.1559149303412,0.0,0.0025398425355588417,-0.001902956702487379,0.0,1.8667842636357485e+20,-1.3986731763282235e+20,0.0
851512,7.349999999999999e+22,1700000.0,-278663008.6032677,207304983.25381806,0.0,-620.5297412864986,-859.957184116926,0.0,0.002560792575146323,-0.0018755013028060772,0.0,1.8821825427325472e+20,-1.3784934575624665e+20,0.0
855112,7.349999999999999e+22,1700000.0,-280880286.1873183,204197050.58622104,0.0,-611.2736061727516,-866.6591822093,0.0,0.002581443069901388,-0.0018478067783834744,0.0,1.89736065637752e+20,-1.3581379821118536e+20,0.0
